episode,agent_type,mean_return,weather_severity,return_i0,return_i1,co2_i0,co2_i1
20,ppo,-695.9966824999999,0.2,-738.9880400000001,-653.0053249999999,302.5400000000001,269.32500000000005
21,ppo,-2418.1446475000002,0.2,-2484.0040150000004,-2352.2852799999996,1065.5149999999999,1007.7800000000002
22,ppo,-2511.095155000001,0.2,-2496.8712700000005,-2525.3190400000008,1074.77,1083.5400000000002
23,ppo,-726.4053100000001,0.2,-648.9629050000001,-803.8477150000001,266.90500000000003,333.215
24,ppo,-712.7261524999999,0.2,-701.113015,-724.3392899999999,288.015,303.2900000000001
25,ppo,-2495.2384,0.2,-2439.3675950000006,-2551.109205,1048.5950000000003,1096.705
26,ppo,-712.3119074999997,0.2,-787.7552899999996,-636.8685249999999,323.29,255.02500000000006
27,ppo,-655.46788,0.2,-694.4058150000001,-616.529945,289.31500000000005,257.94499999999994
28,ppo,-2467.732075,0.2,-2483.8159749999995,-2451.6481750000007,1067.4750000000001,1054.6749999999995
29,ppo,-719.1887650000001,0.2,-649.6662550000002,-788.711275,269.25499999999994,325.77500000000003
30,ppo,-789.2911775,0.2,-787.2425199999998,-791.3398350000001,323.52000000000015,328.83500000000004
31,ppo,-716.5039599999999,0.2,-723.3481649999999,-709.6597549999999,294.165,289.255
32,ppo,-818.2229024999999,0.2,-796.2399350000002,-840.2058699999995,332.43499999999995,345.8699999999999
33,ppo,-697.7542325000002,0.2,-671.3211200000003,-724.187345,280.1200000000002,300.84499999999997
34,ppo,-2430.48864,0.2,-2402.2506150000004,-2458.7266649999997,1031.615,1057.1650000000004
35,ppo,-669.6937300000002,0.2,-663.7805650000004,-675.606895,271.56499999999994,276.39500000000015
36,ppo,-631.7033700000002,0.2,-697.9210999999999,-565.4856400000003,285.1,232.14
37,ppo,-770.9512049999998,0.2,-822.458105,-719.4443049999995,336.6050000000003,295.80499999999995
38,ppo,-755.9674875000001,0.2,-772.74284,-739.1921350000001,322.3399999999999,301.63500000000016
39,ppo,-776.2904650000002,0.2,-786.7145650000003,-765.866365,318.06500000000005,315.365
40,ppo,-666.8114825,0.2,-678.1267550000001,-655.4962099999998,272.75499999999994,266.71000000000004
41,ppo,-636.3007750000002,0.2,-697.5916500000001,-575.0099000000001,289.65,236.39999999999992
42,ppo,-2437.4504425000005,0.2,-2433.320600000001,-2441.580285,1045.5999999999997,1047.2849999999994
43,ppo,-678.1034875,0.2,-706.9366900000001,-649.2702850000001,291.18999999999994,268.78499999999997
44,ppo,-687.0542949999999,0.2,-697.0755949999998,-677.032995,279.09499999999997,274.495
45,ppo,-2504.0312000000004,0.2,-2548.3241900000003,-2459.73821,1098.19,1056.7099999999996
46,ppo,-709.4616725000001,0.2,-681.62208,-737.3012650000001,282.0800000000001,303.26500000000016
47,ppo,-724.8872524999999,0.2,-809.73024,-640.044265,336.23999999999995,266.265
48,ppo,-777.0284824999999,0.2,-755.3357550000001,-798.7212099999997,312.255,330.2099999999998
49,ppo,-577.9917249999999,0.2,-573.23806,-582.7453899999997,233.56000000000012,237.39
50,ppo,-658.1559400000001,0.2,-679.8599199999999,-636.4519600000002,280.4199999999999,262.4599999999999
51,ppo,-744.161695,0.2,-659.8996300000002,-828.4237599999997,269.62999999999994,341.2599999999998
52,ppo,-2472.4867025000003,0.2,-2461.6654449999996,-2483.3079600000005,1055.4450000000004,1065.9599999999998
53,ppo,-694.176645,0.2,-661.2906150000002,-727.0626749999999,272.6149999999999,296.6750000000001
54,ppo,-755.2142374999996,0.2,-794.5065099999995,-715.9219649999998,325.00999999999993,295.96500000000015
55,ppo,-672.97504,0.2,-650.0269500000002,-695.9231299999999,268.95000000000005,282.12999999999994
56,ppo,-732.9813024999999,0.2,-725.8519049999999,-740.1106999999997,302.4050000000001,306.70000000000005
57,ppo,-2520.903122500001,0.2,-2526.677575000002,-2515.1286699999996,1084.0749999999994,1079.1699999999994
58,ppo,-857.7350899999998,0.2,-874.7693849999997,-840.7007949999999,361.88499999999993,346.29500000000013
59,ppo,-2434.0967524999996,0.2,-2454.8183149999995,-2413.3751899999997,1051.315,1036.6899999999998
60,ppo,-644.8999600000001,0.2,-683.8116449999999,-605.9882750000003,281.645,252.27500000000012
61,ppo,-763.9789074999999,0.2,-780.025365,-747.9324499999998,318.86500000000007,304.44999999999993
62,ppo,-795.3845200000001,0.2,-848.4536950000002,-742.3153449999999,356.695,308.34499999999997
63,ppo,-633.2712325,0.2,-642.7131200000002,-623.8293449999998,267.12,258.845
64,ppo,-759.1575775000001,0.2,-792.3558499999999,-725.9593050000002,326.84999999999997,301.8050000000002
65,ppo,-685.8684625,0.2,-659.98639,-711.7505349999999,272.89,293.5350000000002
66,ppo,-632.1299775,0.2,-745.4064700000001,-518.8534849999999,304.4699999999999,207.98500000000004
67,ppo,-690.948965,0.2,-771.7357,-610.16223,325.1999999999998,251.73000000000002
68,ppo,-2471.2598075000014,0.2,-2496.6916300000003,-2445.827985000002,1074.1300000000003,1053.9850000000001
69,ppo,-684.713455,0.2,-706.9855449999999,-662.441365,290.04500000000013,273.86500000000007
70,ppo,-593.918715,0.2,-534.243575,-653.5938550000002,220.07500000000002,265.85499999999996
71,ppo,-690.7177325,0.2,-672.5486450000001,-708.88682,275.645,284.31999999999994
72,ppo,-2502.1659750000003,0.2,-2491.0243650000007,-2513.307585,1073.3649999999998,1082.0849999999998
73,ppo,-670.1616975000001,0.2,-673.2882350000002,-667.0351599999999,276.73500000000007,275.15999999999997
74,ppo,-581.7537125000001,0.2,-564.0453600000002,-599.462065,229.86000000000007,249.06499999999997
75,ppo,-711.4290725000001,0.2,-702.7348050000003,-720.12334,287.80499999999995,288.3400000000001
76,ppo,-676.2275825000004,0.2,-662.0555950000003,-690.3995700000004,271.09499999999986,282.57000000000005
77,ppo,-2481.5649399999998,0.2,-2490.8423649999995,-2472.287515,1070.3650000000002,1058.5149999999999
78,ppo,-649.04712,0.2,-617.3465500000002,-680.7476899999998,248.04999999999993,281.69
79,ppo,-2545.0540125000007,0.2,-2572.166015,-2517.942010000002,1109.015,1085.01
80,ppo,-666.7431874999997,0.2,-694.1427799999997,-639.3435949999999,283.28000000000003,260.59499999999986
81,ppo,-607.5001049999997,0.2,-629.4564299999998,-585.5437799999996,256.9299999999999,239.28000000000003
82,ppo,-660.2523699999999,0.2,-650.6825749999998,-669.8221649999999,261.07500000000005,272.665
83,ppo,-761.7321049999998,0.2,-835.7289499999998,-687.7352599999999,342.9499999999999,278.76
84,ppo,-2377.8038525,0.2,-2370.7545600000008,-2384.8531449999996,1015.0599999999998,1021.1449999999999
85,ppo,-719.8565700000001,0.2,-782.39781,-657.3153300000001,321.81000000000006,270.33
86,ppo,-714.2050050000003,0.2,-682.3612200000007,-746.0487899999998,280.71999999999997,307.29
87,ppo,-753.5205025,0.2,-697.4165350000001,-809.6244700000001,290.5350000000002,338.46999999999986
88,ppo,-716.9159100000004,0.2,-707.5810750000004,-726.2507450000003,288.57500000000005,296.74500000000006
89,ppo,-663.5305049999997,0.2,-659.6994299999998,-667.3615799999998,270.9300000000001,275.5799999999999
90,ppo,-661.5489975,0.2,-633.3024450000001,-689.7955499999999,256.9449999999999,283.55000000000007
91,ppo,-694.0468975000002,0.2,-775.3047150000001,-612.7890800000004,321.21500000000003,254.0799999999999
92,ppo,-2548.6205725000013,0.2,-2559.0327900000007,-2538.208355000002,1102.7899999999993,1091.3549999999996
93,ppo,-2432.6279099999992,0.2,-2404.6518199999987,-2460.6039999999994,1032.3200000000002,1050.0000000000005
94,ppo,-714.2070625000006,0.2,-736.2572200000005,-692.1569050000006,301.71999999999986,282.905
95,ppo,-596.7861475000001,0.2,-587.9503000000001,-605.6219950000001,240.8,246.99499999999992
96,ppo,-639.119505,0.2,-586.2464049999998,-691.9926050000003,239.90499999999992,281.60499999999996
97,ppo,-705.8299825000001,0.2,-674.7629650000001,-736.8970000000003,272.9649999999999,306.49999999999994
98,ppo,-599.6213175,0.2,-548.9020500000001,-650.340585,219.05,266.08499999999987
99,ppo,-557.0857275000001,0.2,-592.763955,-521.4075000000003,242.95499999999996,215.0
100,ppo,-734.5500350000001,0.2,-729.2807800000003,-739.8192899999999,298.7800000000001,298.78999999999996
