episode,agent_type,mean_return,weather_severity,return_i0,return_i1,co2_i0,co2_i1
68,ppo,-2186.692555,0.2,-2480.911474999999,-1892.4736350000014,1063.9749999999992,707.1349999999999
69,ppo,-1225.5885800000017,0.2,-733.4785800000002,-1717.6985800000032,298.58000000000004,636.5799999999994
70,ppo,-1137.6531975000019,0.2,-602.360265,-1672.9461300000037,245.26500000000007,620.1299999999993
71,ppo,-2252.20069,0.2,-2557.5712000000003,-1946.8301799999997,1101.2000000000003,731.6800000000003
72,ppo,-1153.044295000002,0.2,-620.1938800000001,-1685.894710000004,255.37999999999988,625.2099999999997
73,ppo,-1164.6054225000019,0.2,-636.1949350000003,-1693.0159100000035,260.43500000000006,627.4099999999993
74,ppo,-1220.2578275000021,0.2,-730.8038900000005,-1709.7117650000037,289.38999999999993,633.7649999999994
75,ppo,-2154.2383500000005,0.2,-2407.8076200000005,-1900.6690800000003,1031.6199999999994,712.0800000000003
76,ppo,-1158.178860000002,0.2,-649.053715,-1667.304005000004,265.215,618.0049999999995
77,ppo,-1179.9102400000022,0.2,-657.5331050000001,-1702.2873750000042,271.60499999999996,630.8749999999995
78,ppo,-1259.7643400000018,0.2,-769.72214,-1749.8065400000037,311.14000000000016,648.5399999999993
79,ppo,-2249.1419550000005,0.2,-2524.1555400000016,-1974.1283699999997,1085.5400000000002,745.3699999999998
80,ppo,-2235.0274549999995,0.2,-2536.4108199999996,-1933.6440899999989,1091.3199999999993,725.0900000000004
81,ppo,-1117.4755800000016,0.2,-504.69883500000026,-1730.252325000003,204.33499999999992,641.3249999999995
82,ppo,-1246.6135875000023,0.2,-771.3860900000004,-1721.8410850000043,315.08999999999986,638.0849999999994
83,ppo,-2213.66964,0.2,-2488.2514800000017,-1939.0877999999987,1069.98,731.8000000000001
84,ppo,-1280.8143025000018,0.2,-823.7839799999997,-1737.844625000004,335.9800000000001,644.1249999999993
85,ppo,-1167.1931775000016,0.2,-637.1107550000002,-1697.2756000000034,261.25500000000005,629.0999999999995
86,ppo,-1177.3384825000019,0.2,-642.476425,-1712.2005400000037,266.92500000000007,634.5399999999995
87,ppo,-1306.9442125000019,0.2,-904.8312249999998,-1709.057200000004,377.725,633.6999999999996
88,ppo,-1178.6570700000013,0.2,-668.1728599999994,-1689.1412800000032,268.85999999999996,626.2799999999995
89,ppo,-1203.5444100000016,0.2,-699.4212999999999,-1707.6675200000032,290.29999999999984,633.0199999999993
90,ppo,-1196.248625000002,0.2,-688.2700050000002,-1704.227245000004,281.5050000000001,631.7449999999993
91,ppo,-1178.901170000002,0.2,-656.4958599999998,-1701.3064800000038,272.85999999999996,630.4799999999993
92,ppo,-1230.867275000002,0.2,-721.9445199999999,-1739.7900300000044,300.02,645.0299999999994
93,ppo,-1228.579735000002,0.2,-736.308205,-1720.8512650000043,304.20500000000004,637.7649999999994
94,ppo,-1322.930432500002,0.2,-923.3763549999995,-1722.4845100000045,383.85499999999985,638.5099999999994
95,ppo,-1181.8432650000022,0.2,-638.8522500000001,-1724.8342800000046,260.2500000000001,639.2799999999995
96,ppo,-1200.4762475000016,0.2,-686.6323399999999,-1714.320155000003,279.8399999999999,635.6549999999994
97,ppo,-1203.8898325000018,0.2,-686.33707,-1721.4425950000034,278.07000000000016,638.0949999999993
98,ppo,-1180.0220275000015,0.2,-670.7422900000001,-1689.3017650000031,277.78999999999996,626.2649999999994
99,ppo,-1195.7871325000015,0.2,-675.8887799999999,-1715.685485000003,276.78,635.9849999999993
100,ppo,-1224.4223225000023,0.2,-742.06044,-1706.7842050000047,305.43999999999994,632.7049999999995
