episode,return,avg_loss,epsilon,final_total_queue,cumulative_delay
1.0,-3001.7940000000003,nan,0.97,1589.0,259625.0
2.0,-2895.0869999999995,nan,0.9409,1591.0,250470.0
3.0,-2959.0600000000018,nan,0.912673,1590.0,255857.0
4.0,-2712.1465000000007,nan,0.8852928099999999,1579.0,234137.0
5.0,-1188.7615,nan,0.8587340256999999,946.0,99063.0
6.0,-583.0974999999999,nan,0.8329720049289999,265.0,45265.0
7.0,-1087.3529999999996,nan,0.8079828447811299,844.0,90367.0
8.0,-2900.3814999999995,nan,0.783743359437696,1590.0,251106.0
9.0,-3091.433500000004,nan,0.7602310586545651,1599.0,267901.0
10.0,-646.3055,4.5784735679626465,0.7374241268949281,378.0,52159.0
11.0,-2467.4849999999997,0.40796500667463986,0.7153014030880802,1570.0,212469.0
12.0,-1799.542,0.003200485217384994,0.6938423609954378,1415.0,152736.0
13.0,-550.4459999999997,0.0029470861959271133,0.6730270901655747,249.0,44117.0
14.0,-2616.680500000001,0.002816208470612764,0.6528362774606075,1583.0,225316.0
15.0,-1663.4774999999988,0.02850642521807458,0.6332511891367892,1250.0,140105.0
16.0,-2386.1335000000004,0.08840726633090526,0.6142536534626856,1571.0,204959.0
17.0,-1281.2525000000007,0.04185075485846028,0.595826043858805,1023.0,106702.0
18.0,-454.24499999999983,0.04342582436744124,0.5779512625430409,219.0,36286.0
19.0,-2225.0594999999994,0.04132036348572001,0.5606127246667496,1568.0,189506.0
20.0,-2351.055499999999,0.06872854642104358,0.5437943429267471,1567.0,202390.0
21.0,-2116.5119999999993,0.14498007399961352,0.5274805126389447,1563.0,180453.0
22.0,-2320.307999999999,0.07790037861093879,0.5116560972597763,1569.0,198854.0
23.0,-1735.8129999999996,0.07897242347244174,0.496306414341983,1395.0,147035.0
24.0,-1991.3159999999996,0.06832018360495568,0.48141722191172354,1490.0,169466.0
25.0,-3042.8740000000025,0.12196365528739989,0.4669747052543718,1597.0,263595.0
26.0,-1578.8905000000004,0.17730595949105918,0.4529654640967406,1251.0,130812.0
27.0,-2991.6590000000015,0.130752989850007,0.4393765001738384,1576.0,258881.0
28.0,-2269.1285,0.12450671711936594,0.42619520516862325,1508.0,194675.0
29.0,-3005.7740000000017,0.13379518156405537,0.4134093490135645,1593.0,259061.0
30.0,-563.1054999999998,0.17106320346239953,0.4010070685431576,318.0,45519.0
31.0,-2662.3434999999995,0.2269534181058407,0.38897685648686287,1574.0,228913.0
32.0,-2372.020500000001,0.19827970097772776,0.377307550792257,1576.0,203675.0
33.0,-1973.2265000000002,0.16862240055575967,0.36598832426848926,1429.0,167428.0
34.0,-1864.3899999999996,0.16929484563879668,0.35500867454043455,1486.0,159310.0
35.0,-1164.5825,0.2067066449392587,0.3443584143042215,960.0,97398.0
36.0,-1996.5684999999999,0.27627208318561314,0.3340276618750948,1538.0,171012.0
37.0,-3013.3915000000006,0.2549456459656358,0.32400683201884195,1594.0,260640.0
38.0,-363.1780000000001,0.24121889284811915,0.3142866270582767,111.0,28782.0
39.0,-2504.7159999999985,0.22320615645498038,0.3048580282465284,1598.0,214554.0
40.0,-1969.283499999999,0.25286518581211564,0.2957122873991326,1452.0,166906.0
41.0,-2690.9204999999993,0.3082102899812162,0.2868409187771586,1591.0,232265.0
42.0,-1165.7355000000007,0.2340768397040665,0.27823569121384384,931.0,98027.0
43.0,-503.4900000000001,0.2691902177967131,0.2698886204774285,346.0,40784.0
44.0,-1519.2210000000005,0.29056469893082976,0.26179196186310566,1139.0,126671.0
45.0,-1639.7940000000012,0.30049185844138265,0.2539382030072125,1282.0,138762.0
46.0,-292.21850000000023,0.37505655869841575,0.2463200569169961,95.0,23394.0
47.0,-504.72549999999995,0.36122025817632675,0.23893045520948622,227.0,40727.0
48.0,-1852.0700000000002,0.3245329943113029,0.23176254155320164,1320.0,155428.0
49.0,-2561.7479999999996,0.30051904935389756,0.2248096653066056,1586.0,220024.0
50.0,-927.423,0.3666857176460326,0.21806537534740741,793.0,77069.0
51.0,-1333.1755000000003,0.35504745081067085,0.2115234140869852,1022.0,111550.0
52.0,-2662.7025000000003,0.4000699833407998,0.20517771166437562,1563.0,229168.0
53.0,-2038.2544999999989,0.38932374194264413,0.19902238031444436,1527.0,173014.0
54.0,-2262.224999999999,0.4220535439252853,0.19305170890501103,1524.0,193085.0
55.0,-1629.8975000000003,0.3716639443859458,0.1872601576378607,1280.0,135916.0
56.0,-1068.7724999999998,0.4885857068747282,0.18164235290872485,803.0,88549.0
57.0,-1005.4835000000002,0.45430496364831924,0.1761930823214631,749.0,84472.0
58.0,-1136.4270000000001,0.4213776593655348,0.17090728985181922,900.0,93649.0
59.0,-653.8350000000002,0.4722206640988588,0.16578007115626464,432.0,54035.0
60.0,-357.56249999999994,0.4752880108356476,0.1608066690215767,172.0,28291.0
61.0,-2172.2845,0.5021610504016281,0.1559824689509294,1428.0,184421.0
62.0,-345.7804999999996,0.5125444126874208,0.1513029948824015,102.0,27747.0
63.0,-2177.2760000000003,0.48797815550118684,0.14676390503592945,1484.0,185378.0
64.0,-1733.2705000000003,0.47167696807533505,0.14236098788485158,1347.0,145782.0
65.0,-526.4069999999997,0.4681614924967289,0.13809015824830603,268.0,43533.0
66.0,-650.4585000000001,0.5397312174364924,0.13394745350085685,427.0,54031.0
67.0,-2925.559999999999,0.5017225504666567,0.12992902989583113,1591.0,253033.0
68.0,-386.58199999999994,0.5264124729856848,0.1260311589989562,141.0,30748.0
69.0,-2497.4935,0.49751212012022733,0.12225022422898751,1543.0,214258.0
70.0,-1080.182,0.5086991996318102,0.11858271750211788,804.0,90717.0
71.0,-1755.8325000000007,0.6146281515806913,0.11502523597705434,1352.0,148439.0
72.0,-616.2610000000004,0.5953656860440969,0.1115744788977427,373.0,50727.0
73.0,-1247.2705000000003,0.5265205476060509,0.10822724453081042,1052.0,103329.0
74.0,-2999.3070000000007,0.5915245492011308,0.10498042719488611,1597.0,259350.0
75.0,-1284.1380000000004,0.6255194096639752,0.10183101437903952,1043.0,107026.0
