episode,return,avg_loss,epsilon,final_total_queue,cumulative_delay
76.0,-785.8359999999999,0.6297540190070867,0.09877608394766833,487.0,64023.0
77.0,-1996.6314999999997,0.7499250058457255,0.09581280142923829,1503.0,168950.0
78.0,-2632.0909999999994,0.608014485090971,0.09293841738636113,1556.0,226597.0
79.0,-2506.6934999999985,0.5906205286830664,0.09015026486477029,1526.0,213587.0
80.0,-1760.5939999999996,0.7027419045567512,0.08744575691882718,1389.0,148992.0
81.0,-327.99999999999994,0.6590204099565744,0.08482238421126237,83.0,26130.0
82.0,-753.266,0.6819332666695118,0.0822777126849245,540.0,62495.0
83.0,-3047.344500000002,0.7189819852262735,0.07980938130437676,1590.0,263662.0
84.0,-2757.2605000000003,0.6785953242331744,0.07741509986524546,1594.0,238213.0
85.0,-1959.2624999999998,0.7401037930697203,0.0750926468692881,1404.0,165332.0
86.0,-1298.7524999999998,0.8758847779035568,0.07283986746320946,990.0,107470.0
87.0,-2226.9400000000005,0.6056348440051079,0.07065467143931317,1502.0,188430.0
88.0,-2966.4919999999993,0.7613258974254131,0.06853503129613378,1584.0,256444.0
89.0,-1377.4479999999996,0.6615873894840479,0.06647898035724976,1017.0,113179.0
90.0,-1141.0355000000002,0.7029242890328169,0.06448461094653227,783.0,93428.0
91.0,-2224.500500000001,0.8057078420370817,0.06255007261813629,1429.0,190299.0
92.0,-2989.953,0.7148593325912952,0.0606735704395922,1574.0,258067.0
93.0,-396.39200000000005,0.7315008307993413,0.05885336332640443,197.0,32353.0
94.0,-532.5460000000002,0.926052106693387,0.057087762426612294,296.0,43255.0
95.0,-1276.821,0.8006131938844919,0.05537512955381393,1006.0,106956.0
96.0,-951.5420000000003,0.9286831191927195,0.053713875667199505,665.0,78856.0
97.0,-1325.3150000000003,0.7889975415170193,0.05210245939718352,1088.0,110221.0
98.0,-1083.7924999999993,0.8094100149720908,0.05053938561526801,850.0,89755.0
99.0,-1066.794,0.734370231628418,0.05,820.0,88404.0
100.0,-389.9669999999999,0.8923010451346636,0.05,164.0,31086.0
