episode,agent_type,mean_return,weather_severity,return_i0,return_i1,co2_i0,co2_i1
26,dqn,-2081.0287225,0.0,-2102.996785,-2059.06066,888.785,871.6600000000004
27,dqn,-893.4770075000001,0.0,-884.1317600000003,-902.8222549999998,366.26,370.2549999999998
28,dqn,-1553.8546374999992,0.0,-1558.8173649999997,-1548.891909999999,647.3649999999997,645.4099999999995
29,dqn,-1464.4126649999998,0.0,-1435.2809299999992,-1493.5444000000007,604.9299999999998,622.8999999999999
30,dqn,-2319.6752175,0.0,-2309.26192,-2330.088515000001,989.9200000000009,991.5149999999999
31,dqn,-1255.3367275,0.0,-1246.4664400000001,-1264.2070150000002,525.44,514.5150000000001
32,dqn,-667.8086800000002,0.0,-698.3806100000003,-637.2367500000001,289.11000000000007,262.25000000000006
33,dqn,-1168.3475525000008,0.0,-1167.3166950000004,-1169.378410000001,480.6950000000002,483.41
34,dqn,-1326.3610675,0.0,-1344.7531150000002,-1307.96902,558.6149999999999,544.5200000000002
35,dqn,-2611.657835000001,0.0,-2597.9313650000004,-2625.3843050000014,1116.8650000000005,1118.3049999999994
36,dqn,-2982.1839924999977,0.0,-2987.8653949999966,-2976.5025899999982,1291.395,1284.59
37,dqn,-1283.7723799999999,0.0,-1291.4913499999993,-1276.0534100000004,533.8500000000001,536.4100000000003
38,dqn,-2288.3323300000006,0.0,-2314.6380500000005,-2262.026610000001,987.0500000000004,969.6100000000004
39,dqn,-1445.1172675000003,0.0,-1478.436875,-1411.7976600000002,623.3749999999998,593.6599999999999
40,dqn,-564.2775775000002,0.0,-628.4186750000005,-500.13647999999995,253.675,199.98000000000002
41,dqn,-2557.434600000001,0.0,-2538.9216450000004,-2575.9475550000016,1089.6450000000002,1108.5549999999992
42,dqn,-2429.6717774999997,0.0,-2386.5090099999998,-2472.8345449999993,1024.51,1062.5449999999998
43,dqn,-1609.9927075,0.0,-1679.5512099999996,-1540.4342050000002,710.71,645.705
44,dqn,-485.83546750000016,0.0,-457.2825600000001,-514.3883750000002,184.5600000000001,207.875
45,dqn,-2772.08457,0.0,-2795.7190849999993,-2748.4500550000007,1205.5850000000014,1178.555
46,dqn,-1484.2259574999998,0.0,-1427.1149599999994,-1541.336955,605.46,649.955
47,dqn,-2201.8503875000006,0.0,-2209.487930000001,-2194.2128450000005,947.4299999999998,939.8449999999999
48,dqn,-2206.3385150000004,0.0,-2175.4435550000007,-2237.233475,927.0549999999998,954.4750000000006
49,dqn,-2147.3813525000005,0.0,-2171.977870000001,-2122.7848350000004,930.37,907.8349999999998
50,dqn,-760.054325,0.0,-802.0828699999996,-718.0257800000003,333.87,294.78000000000003
51,dqn,-1626.7292049999999,0.0,-1558.3035599999996,-1695.1548500000001,653.0600000000003,709.3500000000004
52,dqn,-1681.5934374999997,0.0,-1667.1823199999997,-1696.0045549999995,707.3200000000005,718.0550000000001
53,dqn,-1586.8930475,0.0,-1608.4804450000004,-1565.3056499999996,680.9450000000002,662.1499999999997
54,dqn,-1214.5661400000001,0.0,-1254.4127500000002,-1174.71953,534.2499999999999,494.53
55,dqn,-2986.4582199999995,0.0,-2956.467505,-3016.448934999999,1279.004999999999,1302.4349999999995
56,dqn,-2255.5255874999993,0.0,-2289.327449999998,-2221.7237250000007,981.4499999999998,943.225
57,dqn,-1128.1488449999995,0.0,-1073.2320899999993,-1183.0655999999997,449.0900000000001,488.1000000000001
58,dqn,-292.20750999999984,0.0,-300.0197999999997,-284.39521999999994,119.30000000000007,113.22
59,dqn,-1974.8211124999996,0.0,-1990.3888999999995,-1959.2533249999997,841.8999999999997,827.325
60,dqn,-1588.9553800000003,0.0,-1620.583875,-1557.3268850000006,685.3749999999999,657.3850000000003
61,dqn,-3065.2216624999974,0.0,-3075.8001299999983,-3054.6431949999965,1330.6299999999992,1322.6949999999997
62,dqn,-2279.0856849999996,0.0,-2268.6152599999996,-2289.5561099999995,972.7599999999999,979.1099999999997
63,dqn,-373.2811025,0.0,-384.45304500000003,-362.10916,154.0449999999999,144.66000000000008
64,dqn,-1897.9277049999996,0.0,-1983.9662799999999,-1811.8891299999996,845.2800000000001,761.1300000000002
65,dqn,-911.7118300000001,0.0,-876.87298,-946.5506800000002,361.97999999999996,389.1800000000002
66,dqn,-626.451,0.0,-569.199025,-683.7029749999999,233.02499999999998,281.4750000000001
67,dqn,-1721.3834275000002,0.0,-1751.5988750000001,-1691.1679800000002,743.875,705.9800000000006
68,dqn,-2637.9984325000005,0.0,-2654.091340000002,-2621.9055249999988,1137.3400000000001,1125.525
69,dqn,-2567.240487500001,0.0,-2575.0129400000005,-2559.4680350000012,1107.9400000000005,1092.0350000000003
70,dqn,-1241.8198674999999,0.0,-1265.7315399999998,-1217.9081950000002,532.54,500.195
71,dqn,-816.1620750000002,0.0,-847.2060250000002,-785.1181250000002,352.0249999999999,322.1249999999999
72,dqn,-1701.9986724999994,0.0,-1732.4765399999997,-1671.5208049999994,730.54,686.8050000000004
73,dqn,-1604.8240175000005,0.0,-1626.9113850000006,-1582.7366500000003,681.3850000000003,641.6500000000001
74,dqn,-2337.476230000001,0.0,-2425.5918950000014,-2249.360565000001,1040.3950000000002,945.0649999999998
75,dqn,-1829.5194325000002,0.0,-1881.3627450000004,-1777.6761200000003,802.745,741.1200000000003
76,dqn,-2364.802535,0.0,-2340.5482899999997,-2389.05678,998.7900000000004,1023.2800000000002
77,dqn,-1445.8639375,0.0,-1435.55297,-1456.174905,601.4700000000004,602.905
78,dqn,-2287.397005,0.0,-2289.521149999999,-2285.272860000001,979.6499999999995,966.86
79,dqn,-566.0277699999999,0.0,-571.6877900000001,-560.3677499999998,230.29000000000002,232.24999999999994
80,dqn,-1840.9425074999995,0.0,-1876.3353949999992,-1805.5496199999995,796.8949999999998,757.6199999999997
81,dqn,-531.4926900000003,0.0,-521.4203,-541.5650800000004,212.80000000000013,221.08
82,dqn,-634.1597475,0.0,-664.8382649999999,-603.4812300000001,270.265,245.2300000000001
83,dqn,-1037.1428025,0.0,-1022.5564750000007,-1051.7291299999993,428.9749999999999,428.12999999999994
84,dqn,-2409.5201099999995,0.0,-2391.0030649999994,-2428.037154999999,1021.0649999999998,1040.6550000000002
85,dqn,-1143.6665724999998,0.0,-1116.6034650000001,-1170.7296799999997,467.965,479.68
86,dqn,-2372.447477500001,0.0,-2447.124255000002,-2297.7706999999996,1050.7549999999997,966.1999999999997
87,dqn,-1704.5478150000001,0.0,-1823.671005,-1585.4246250000003,768.0049999999999,637.1250000000002
88,dqn,-2745.0003325000016,0.0,-2772.0238650000015,-2717.9768000000013,1196.365000000001,1167.300000000001
89,dqn,-978.2294825000001,0.0,-873.6532849999999,-1082.8056800000004,362.78499999999997,417.68000000000006
90,dqn,-2943.1219349999997,0.0,-2937.535285,-2948.7085849999994,1270.2849999999999,1273.5850000000007
91,dqn,-2133.8831950000003,0.0,-2176.7166300000004,-2091.0497600000003,933.1300000000003,881.7600000000003
92,dqn,-2468.256767500001,0.0,-2558.0373300000015,-2378.4762050000004,1102.8299999999997,1008.7049999999998
93,dqn,-529.8453875,0.0,-414.68366,-645.007115,168.66,255.61499999999992
94,dqn,-2530.0250825000003,0.0,-2571.6837199999995,-2488.366445000001,1103.2199999999996,1052.945
95,dqn,-646.8687949999999,0.0,-644.4630899999996,-649.2745000000001,263.0900000000001,265.0
96,dqn,-1382.1543874999993,0.0,-1379.3753999999994,-1384.9333749999994,577.9000000000002,573.8750000000001
97,dqn,-692.3424274999998,0.0,-754.7337099999994,-629.9511450000001,302.7099999999999,257.645
98,dqn,-637.3760425,0.0,-674.4988300000001,-600.2532549999999,275.83,244.7550000000001
99,dqn,-2697.643895000002,0.0,-2728.3909600000015,-2666.8968300000024,1173.96,1138.3300000000002
100,dqn,-1549.6539849999997,0.0,-1581.2370699999997,-1518.0708999999997,671.0700000000002,623.3999999999999
