episode,agent_type,mean_return,weather_severity,return_i0,return_i1,co2_i0,co2_i1
61,dqn,-1508.7080750000007,0.0,-1475.7421550000004,-1541.673995000001,619.655,644.9950000000002
62,dqn,-990.5974600000002,0.0,-994.4629499999999,-986.7319700000005,401.9499999999998,406.97
63,dqn,-2346.13079,0.0,-2353.11306,-2339.1485200000006,1003.0599999999996,1001.5200000000001
64,dqn,-456.24653500000005,0.0,-419.6497650000001,-492.843305,170.265,200.805
65,dqn,-2437.5219375000006,0.0,-2456.9485950000008,-2418.09528,1056.5950000000003,1040.2800000000007
66,dqn,-2968.6169099999984,0.0,-2986.243829999999,-2950.9899899999978,1292.33,1274.9900000000005
67,dqn,-634.7061800000001,0.0,-606.765025,-662.6473350000003,249.02499999999995,272.83499999999987
68,dqn,-1732.60275,0.0,-1692.0916599999998,-1773.1138400000004,718.6599999999999,751.3399999999998
69,dqn,-2512.3269650000007,0.0,-2465.787315000001,-2558.8666150000004,1049.8150000000005,1098.6149999999998
70,dqn,-764.3399500000003,0.0,-770.5519450000002,-758.1279550000004,317.44500000000005,310.955
71,dqn,-2903.6165699999992,0.0,-2904.220874999998,-2903.0122650000003,1254.375000000001,1252.7650000000008
72,dqn,-480.5798449999999,0.0,-466.81286999999975,-494.3468200000001,187.87,202.82000000000002
73,dqn,-555.0100075000001,0.0,-603.5296000000004,-506.49041499999987,245.60000000000002,204.9149999999999
74,dqn,-2478.1862475000007,0.0,-2442.688785,-2513.6837100000016,1047.285,1080.71
75,dqn,-694.1627524999999,0.0,-739.2554200000001,-649.0700849999996,303.92,265.585
76,dqn,-845.809105,0.0,-925.1778950000001,-766.440315,372.39500000000015,316.81500000000017
77,dqn,-3072.4109699999963,0.0,-3076.325409999997,-3068.496529999995,1331.9099999999999,1325.0299999999997
78,dqn,-1947.0005625000001,0.0,-1950.6308450000001,-1943.37028,814.3449999999997,815.7800000000002
79,dqn,-1767.2692875000002,0.0,-1905.0937450000006,-1629.44483,792.7449999999999,683.3299999999999
80,dqn,-1573.1444749999996,0.0,-1520.3899699999997,-1625.8989799999993,630.9700000000005,678.4800000000004
81,dqn,-1876.6011649999996,0.0,-1918.7691899999995,-1834.4331399999996,802.1899999999997,754.6400000000001
82,dqn,-1215.4951850000002,0.0,-1275.8927500000004,-1155.09762,527.2500000000001,483.1199999999998
83,dqn,-2145.236435,0.0,-2128.550464999999,-2161.9224050000007,903.9649999999999,918.9050000000001
84,dqn,-2287.4855524999994,0.0,-2103.9594399999996,-2471.0116649999995,866.44,1051.665
85,dqn,-957.6332700000005,0.0,-965.8089050000001,-949.4576350000008,400.90500000000003,394.135
86,dqn,-2063.8559874999996,0.0,-2005.3234149999998,-2122.3885599999994,843.4149999999996,891.06
87,dqn,-1118.17072,0.0,-1203.5660150000003,-1032.7754249999998,500.01499999999993,427.92500000000007
88,dqn,-2526.313132500001,0.0,-2499.381570000001,-2553.244695000001,1069.07,1093.195
89,dqn,-2403.7788450000007,0.0,-2519.7910200000006,-2287.7666700000013,1084.5200000000004,948.6700000000004
90,dqn,-1996.4355124999997,0.0,-2088.3457450000005,-1904.525279999999,890.2449999999999,780.28
91,dqn,-2707.9863400000004,0.0,-2712.589235000001,-2703.3834450000004,1164.7350000000013,1161.4450000000008
92,dqn,-395.3114275,0.0,-366.9939499999999,-423.62890500000003,146.95,172.90500000000006
93,dqn,-2594.7683349999993,0.0,-2637.4357699999987,-2552.1009,1133.77,1089.9
94,dqn,-2557.714470000001,0.0,-2553.560795000001,-2561.868145000001,1095.795,1098.6449999999998
95,dqn,-3053.150127499999,0.0,-3063.413319999998,-3042.886935000001,1324.82,1314.9349999999997
96,dqn,-1421.8503424999997,0.0,-1402.2767599999997,-1441.4239249999996,583.76,583.9250000000001
97,dqn,-845.40171,0.0,-862.2535349999997,-828.5498850000002,357.03500000000014,340.385
98,dqn,-2118.7527924999995,0.0,-2058.54616,-2178.9594249999986,873.1599999999999,924.9249999999998
99,dqn,-1603.7513199999999,0.0,-1648.249005,-1559.2536349999998,689.5049999999999,634.635
100,dqn,-2483.3425925,0.0,-2567.0342200000014,-2399.6509649999985,1099.7199999999996,1005.9650000000003
