episode,return,avg_loss,epsilon,final_total_queue,cumulative_delay
80.0,-822.7340000000005,0.6628691755980253,0.08744575691882718,572.0,67471.0
81.0,-688.3494999999999,0.920792181044817,0.08482238421126237,517.0,56503.0
82.0,-2251.2855000000013,0.7711321317404508,0.0822777126849245,1369.0,188216.0
83.0,-1704.6560000000002,0.6582141242176295,0.07980938130437676,1196.0,141224.0
84.0,-1880.1810000000014,0.5961546942591667,0.07741509986524546,1256.0,157386.0
85.0,-1607.7694999999999,0.7210726552456618,0.0750926468692881,1303.0,134419.0
86.0,-1551.3659999999995,0.9008387147635222,0.07283986746320946,1271.0,130724.0
87.0,-1867.5164999999995,0.6632303180545569,0.07065467143931317,1348.0,159159.0
88.0,-2520.3445,0.8528223414719105,0.06853503129613378,1527.0,216646.0
89.0,-2184.564000000001,0.7597542919218541,0.06647898035724976,1318.0,184145.0
90.0,-334.941,0.7286816483736038,0.06448461094653227,118.0,26322.0
91.0,-1810.226,0.871140420511365,0.06255007261813629,1075.0,148089.0
92.0,-1796.3815000000006,0.7470186696946621,0.0606735704395922,1213.0,149900.0
93.0,-2763.0939999999996,0.7180892588198184,0.05885336332640443,1525.0,236699.0
94.0,-1224.8485,0.6906916905194521,0.057087762426612294,925.0,100544.0
95.0,-368.57700000000006,0.7148414105176926,0.05537512955381393,182.0,29406.0
96.0,-1056.579,0.8318715570122004,0.053713875667199505,732.0,86264.0
97.0,-811.9714999999999,0.7013678789883852,0.05210245939718352,594.0,66358.0
98.0,-2078.1789999999996,0.9583487514406442,0.05053938561526801,1241.0,172491.0
99.0,-826.649,0.7525846459716559,0.05,649.0,69246.0
100.0,-1585.3339999999994,0.8792768260836601,0.05,1061.0,131782.0
